review_id,transaction_id,customer_id,product_id,store_id,review_date,rating,sentiment,review_text
R04414,T0059268,C08480,P0085,S013,2023-03-19,5,Positive,Outstanding service and product quality!
R04415,T0098542,C02050,P0127,S002,2023-12-19,4,Positive,Incredibly impressed with this item.
R04416,T0092195,C02106,P0068,S009,2023-11-15,5,Positive,"Amazing product, exceeded my expectations!"
R04417,T0117756,C08862,P0143,S020,2024-05-17,5,Positive,"Great value for money, highly recommend."
R04418,T0060759,C07475,P0085,S018,2023-03-31,3,Neutral,"Decent product, does what it says."
R04419,T0034902,C09047,P0170,S019,2022-10-03,1,Negative,"Arrived damaged, very frustrating experience."
R04420,T0029772,C03416,P0207,S020,2022-08-27,4,Positive,"Perfect for my needs, love the quality."
R04421,T0041797,C07753,P0057,S013,2022-11-16,5,Positive,"Great value for money, highly recommend."
R04422,T0109398,C03519,P0136,S006,2024-03-14,4,Positive,Best purchase I've made this year.
R04423,T0088694,C02050,P0203,S003,2023-10-24,3,Neutral,Met my basic expectations.
R04424,T0034441,C01818,P0069,S004,2022-09-30,3,Neutral,Met my basic expectations.
R04425,T0115047,C05831,P0065,S020,2024-04-27,5,Positive,Incredibly impressed with this item.
R04426,T0144788,C01991,P0183,S014,2024-11-26,3,Neutral,Nothing special but gets the job done.
R04427,T0085173,C03542,P0224,S014,2023-10-01,3,Neutral,Met my basic expectations.
R04428,T0131501,C09740,P0122,S021,2024-08-30,2,Negative,"Not as described, very misleading."
R04429,T0128272,C00776,P0009,S004,2024-08-02,4,Positive,"Amazing product, exceeded my expectations!"
R04430,T0011864,C03217,P0144,S022,2022-04-11,5,Positive,Incredibly impressed with this item.
R04431,T0047885,C09479,P0119,S006,2022-12-19,5,Positive,"Will definitely buy again, very satisfied."
R04432,T0073559,C06507,P0082,S016,2023-07-04,2,Negative,"Poor customer service, won't buy again."
R04433,T0003796,C09330,P0029,S005,2022-02-04,3,Neutral,Met my basic expectations.
R04434,T0138216,C05198,P0093,S017,2024-10-17,5,Positive,"Will definitely buy again, very satisfied."
R04435,T0056279,C08509,P0174,S009,2023-02-22,5,Positive,"Will definitely buy again, very satisfied."
R04436,T0127118,C03208,P0085,S010,2024-07-24,4,Positive,Fast shipping and excellent quality.
R04437,T0093650,C00266,P0049,S008,2023-11-23,4,Positive,Outstanding service and product quality!
R04438,T0012969,C04176,P0040,S015,2022-04-19,5,Positive,Best purchase I've made this year.
R04439,T0075199,C02980,P0021,S015,2023-07-17,4,Positive,"Amazing product, exceeded my expectations!"
R04440,T0148503,C08628,P0044,S008,2024-12-16,5,Positive,"Perfect for my needs, love the quality."
R04441,T0134714,C04534,P0003,S003,2024-09-23,3,Neutral,"Decent product, does what it says."
R04442,T0004273,C09126,P0204,S018,2022-02-08,4,Positive,Outstanding service and product quality!
R04443,T0117938,C07983,P0075,S001,2024-05-18,5,Positive,"Amazing product, exceeded my expectations!"
R04444,T0036341,C06946,P0115,S019,2022-10-13,4,Positive,"Amazing product, exceeded my expectations!"
R04445,T0064329,C07431,P0217,S021,2023-04-28,3,Neutral,"Average experience, could be better."
R04446,T0079151,C00421,P0194,S002,2023-08-17,4,Positive,"Great value for money, highly recommend."
R04447,T0111027,C06823,P0055,S016,2024-03-27,1,Negative,Extremely unhappy with this product.
R04448,T0036626,C01555,P0131,S007,2022-10-15,4,Positive,"Amazing product, exceeded my expectations!"
R04449,T0149496,C06929,P0187,S017,2024-12-20,2,Negative,Extremely unhappy with this product.
R04450,T0055497,C05961,P0097,S010,2023-02-16,1,Negative,"Worst purchase ever, do not recommend."
R04451,T0114863,C01627,P0066,S020,2024-04-25,5,Positive,Best purchase I've made this year.
R04452,T0086216,C03101,P0085,S023,2023-10-08,1,Negative,"Terrible quality, complete waste of money."
R04453,T0078582,C09451,P0090,S010,2023-08-12,5,Positive,"Great value for money, highly recommend."
R04454,T0066757,C02545,P0137,S021,2023-05-16,4,Positive,"Great value for money, highly recommend."
R04455,T0061622,C00186,P0027,S002,2023-04-07,5,Positive,Incredibly impressed with this item.
R04456,T0070209,C07149,P0069,S017,2023-06-10,4,Positive,"Great value for money, highly recommend."
R04457,T0114411,C04753,P0225,S013,2024-04-22,3,Neutral,Met my basic expectations.
R04458,T0072005,C05959,P0149,S021,2023-06-23,3,Neutral,"Product works fine, delivery was slow."
R04459,T0097831,C07168,P0156,S013,2023-12-15,5,Positive,"Amazing product, exceeded my expectations!"
R04460,T0058658,C00764,P0005,S008,2023-03-14,4,Positive,Incredibly impressed with this item.
R04461,T0097309,C05036,P0077,S008,2023-12-12,4,Positive,Best purchase I've made this year.
R04462,T0001203,C03743,P0160,S023,2022-01-12,3,Neutral,Met my basic expectations.
R04463,T0096958,C08856,P0141,S009,2023-12-10,5,Positive,"Perfect for my needs, love the quality."
R04464,T0108011,C06879,P0119,S011,2024-03-03,1,Negative,"Terrible quality, complete waste of money."
R04465,T0028194,C03558,P0020,S013,2022-08-14,5,Positive,Best purchase I've made this year.
R04466,T0146814,C01521,P0001,S007,2024-12-07,5,Positive,"Will definitely buy again, very satisfied."
R04467,T0142772,C01618,P0033,S002,2024-11-15,1,Negative,"Arrived damaged, very frustrating experience."
R04468,T0031919,C03579,P0122,S022,2022-09-12,5,Positive,Fast shipping and excellent quality.
R04469,T0151278,C04632,P0110,S017,2024-12-29,4,Positive,"Perfect for my needs, love the quality."
R04470,T0023871,C00067,P0194,S004,2022-07-10,5,Positive,Incredibly impressed with this item.
R04471,T0151065,C02788,P0027,S019,2024-12-28,4,Positive,"Amazing product, exceeded my expectations!"
R04472,T0051711,C02025,P0193,S003,2023-01-13,2,Negative,"Terrible quality, complete waste of money."
R04473,T0088728,C00768,P0191,S003,2023-10-24,4,Positive,"Amazing product, exceeded my expectations!"
R04474,T0064652,C07982,P0218,S025,2023-04-30,5,Positive,Incredibly impressed with this item.
R04475,T0125046,C01095,P0144,S012,2024-07-08,5,Positive,Best purchase I've made this year.
R04476,T0126433,C09787,P0094,S019,2024-07-19,5,Positive,Outstanding service and product quality!
R04477,T0134315,C09463,P0049,S019,2024-09-21,3,Neutral,"Product works fine, delivery was slow."
R04478,T0045717,C06472,P0168,S013,2022-12-08,2,Negative,"Terrible quality, complete waste of money."
R04479,T0071460,C08840,P0110,S007,2023-06-19,2,Negative,"Terrible quality, complete waste of money."
R04480,T0053389,C01641,P0209,S001,2023-01-28,5,Positive,Fast shipping and excellent quality.
R04481,T0055907,C02718,P0200,S016,2023-02-19,4,Positive,Best purchase I've made this year.
R04482,T0117689,C05463,P0021,S024,2024-05-16,5,Positive,"Amazing product, exceeded my expectations!"
R04483,T0115804,C01623,P0107,S007,2024-05-03,3,Neutral,Nothing special but gets the job done.
R04484,T0018412,C02441,P0102,S013,2022-05-31,5,Positive,Best purchase I've made this year.
R04485,T0144062,C01148,P0122,S005,2024-11-22,4,Positive,"Amazing product, exceeded my expectations!"
R04486,T0001276,C07600,P0175,S017,2022-01-12,1,Negative,"Poor customer service, won't buy again."
R04487,T0072876,C06430,P0037,S005,2023-06-29,5,Positive,Outstanding service and product quality!
R04488,T0003366,C09501,P0073,S010,2022-01-31,5,Positive,Incredibly impressed with this item.
R04489,T0041066,C01188,P0117,S014,2022-11-12,4,Positive,"Perfect for my needs, love the quality."
R04490,T0048956,C02168,P0133,S007,2022-12-24,4,Positive,"Perfect for my needs, love the quality."
R04491,T0006607,C00378,P0100,S017,2022-03-02,5,Positive,"Great value for money, highly recommend."
R04492,T0091209,C05341,P0029,S018,2023-11-08,4,Positive,Incredibly impressed with this item.
R04493,T0151051,C05478,P0055,S015,2024-12-28,5,Positive,"Will definitely buy again, very satisfied."
R04494,T0122550,C05351,P0193,S014,2024-06-20,4,Positive,Incredibly impressed with this item.
R04495,T0090831,C09558,P0040,S010,2023-11-06,3,Neutral,OK quality for the price.
R04496,T0110903,C09261,P0205,S005,2024-03-26,5,Positive,Best purchase I've made this year.
R04497,T0012735,C06363,P0209,S025,2022-04-18,3,Neutral,"Average experience, could be better."
R04498,T0043134,C03562,P0040,S003,2022-11-24,5,Positive,"Will definitely buy again, very satisfied."
R04499,T0041664,C07410,P0183,S008,2022-11-15,4,Positive,"Perfect for my needs, love the quality."
R04500,T0009990,C00799,P0164,S007,2022-03-29,2,Negative,Very disappointed with the quality.
R04501,T0119693,C05239,P0215,S008,2024-05-31,4,Positive,Fast shipping and excellent quality.
R04502,T0005400,C02201,P0069,S009,2022-02-19,4,Positive,"Will definitely buy again, very satisfied."
R04503,T0098351,C09530,P0088,S024,2023-12-18,2,Negative,"Terrible quality, complete waste of money."
R04504,T0039864,C02304,P0044,S005,2022-11-05,5,Positive,"Perfect for my needs, love the quality."
R04505,T0081048,C07178,P0097,S016,2023-09-01,5,Positive,Outstanding service and product quality!
R04506,T0080082,C09960,P0173,S008,2023-08-24,4,Positive,"Amazing product, exceeded my expectations!"
R04507,T0102222,C06696,P0072,S003,2024-01-11,3,Neutral,Nothing special but gets the job done.
R04508,T0000574,C01861,P0025,S003,2022-01-06,2,Negative,Very disappointed with the quality.
R04509,T0069928,C01239,P0180,S020,2023-06-08,4,Positive,"Will definitely buy again, very satisfied."
R04510,T0089909,C02558,P0031,S016,2023-11-01,4,Positive,Fast shipping and excellent quality.
R04511,T0144141,C03127,P0145,S009,2024-11-23,5,Positive,"Amazing product, exceeded my expectations!"
R04512,T0092925,C01327,P0138,S008,2023-11-18,4,Positive,Incredibly impressed with this item.
R04513,T0147089,C00548,P0178,S012,2024-12-08,4,Positive,"Great value for money, highly recommend."
R04514,T0024538,C03538,P0189,S011,2022-07-15,4,Positive,"Great value for money, highly recommend."
R04515,T0020671,C00673,P0121,S016,2022-06-16,4,Positive,"Perfect for my needs, love the quality."
R04516,T0087070,C08329,P0159,S005,2023-10-14,5,Positive,Outstanding service and product quality!
R04517,T0058639,C05157,P0134,S006,2023-03-14,1,Negative,"Arrived damaged, very frustrating experience."
R04518,T0113153,C07661,P0057,S021,2024-04-12,5,Positive,Incredibly impressed with this item.
R04519,T0029414,C06806,P0216,S003,2022-08-24,5,Positive,"Will definitely buy again, very satisfied."
R04520,T0114043,C02216,P0084,S001,2024-04-20,5,Positive,Outstanding service and product quality!
R04521,T0133821,C04411,P0042,S021,2024-09-17,2,Negative,"Not as described, very misleading."
R04522,T0147701,C05497,P0043,S025,2024-12-11,3,Neutral,Nothing special but gets the job done.
R04523,T0094444,C02778,P0029,S021,2023-11-27,3,Neutral,Nothing special but gets the job done.
R04524,T0143649,C03708,P0102,S011,2024-11-20,4,Positive,"Will definitely buy again, very satisfied."
R04525,T0116522,C04016,P0011,S001,2024-05-08,3,Neutral,Met my basic expectations.
R04526,T0101455,C05076,P0077,S025,2024-01-04,4,Positive,Outstanding service and product quality!
R04527,T0027567,C08150,P0059,S007,2022-08-09,5,Positive,Incredibly impressed with this item.
R04528,T0151410,C05169,P0081,S018,2024-12-30,5,Positive,Incredibly impressed with this item.
R04529,T0077680,C03116,P0093,S012,2023-08-05,3,Neutral,"Decent product, does what it says."
R04530,T0105376,C07332,P0101,S025,2024-02-09,3,Neutral,"Decent product, does what it says."
R04531,T0083756,C04139,P0185,S003,2023-09-21,2,Negative,"Terrible quality, complete waste of money."
R04532,T0120818,C02423,P0202,S024,2024-06-07,2,Negative,"Terrible quality, complete waste of money."
R04533,T0014376,C08100,P0049,S010,2022-04-30,5,Positive,"Will definitely buy again, very satisfied."
R04534,T0112929,C08011,P0046,S002,2024-04-10,4,Positive,"Great value for money, highly recommend."
R04535,T0027057,C06779,P0107,S016,2022-08-05,5,Positive,Outstanding service and product quality!
R04536,T0124055,C01327,P0106,S025,2024-07-01,1,Negative,"Poor customer service, won't buy again."
R04537,T0022257,C06077,P0046,S025,2022-06-27,5,Positive,Outstanding service and product quality!
R04538,T0106968,C04305,P0061,S002,2024-02-24,1,Negative,Product broke after one week of use.
R04539,T0100775,C00619,P0111,S015,2023-12-30,5,Positive,"Amazing product, exceeded my expectations!"
R04540,T0148731,C05814,P0020,S006,2024-12-17,4,Positive,Fast shipping and excellent quality.
R04541,T0065810,C00318,P0215,S009,2023-05-09,4,Positive,"Great value for money, highly recommend."
R04542,T0000212,C01919,P0173,S007,2022-01-03,5,Positive,Best purchase I've made this year.
R04543,T0056329,C06824,P0193,S011,2023-02-23,1,Negative,"Terrible quality, complete waste of money."
R04544,T0141391,C06765,P0168,S004,2024-11-07,5,Positive,Incredibly impressed with this item.
R04545,T0106703,C05704,P0091,S025,2024-02-21,5,Positive,"Perfect for my needs, love the quality."
R04546,T0143479,C00693,P0057,S017,2024-11-19,5,Positive,"Great value for money, highly recommend."
R04547,T0008564,C00003,P0104,S014,2022-03-17,5,Positive,Best purchase I've made this year.
R04548,T0146565,C03563,P0152,S014,2024-12-06,4,Positive,Best purchase I've made this year.
R04549,T0090167,C05856,P0035,S014,2023-11-03,4,Positive,Outstanding service and product quality!
R04550,T0138621,C03270,P0019,S003,2024-10-20,2,Negative,"Terrible quality, complete waste of money."
R04551,T0122413,C07470,P0096,S025,2024-06-19,5,Positive,"Will definitely buy again, very satisfied."
R04552,T0100948,C09940,P0155,S022,2023-12-31,5,Positive,Incredibly impressed with this item.
R04553,T0023318,C07729,P0053,S025,2022-07-05,4,Positive,"Will definitely buy again, very satisfied."
R04554,T0048428,C07789,P0102,S024,2022-12-22,5,Positive,"Amazing product, exceeded my expectations!"
R04555,T0101109,C05133,P0214,S020,2023-12-31,5,Positive,Fast shipping and excellent quality.
R04556,T0095571,C02522,P0002,S011,2023-12-04,4,Positive,"Will definitely buy again, very satisfied."
R04557,T0116012,C00083,P0115,S014,2024-05-04,4,Positive,Incredibly impressed with this item.
R04558,T0020749,C01870,P0103,S010,2022-06-17,3,Neutral,"Decent product, does what it says."
R04559,T0091716,C06554,P0092,S019,2023-11-12,5,Positive,"Will definitely buy again, very satisfied."
R04560,T0018750,C09999,P0196,S007,2022-06-02,3,Neutral,OK quality for the price.
R04561,T0105437,C04174,P0103,S009,2024-02-09,2,Negative,"Terrible quality, complete waste of money."
R04562,T0124427,C00125,P0171,S001,2024-07-04,5,Positive,"Will definitely buy again, very satisfied."
R04563,T0128565,C07553,P0076,S016,2024-08-05,4,Positive,"Perfect for my needs, love the quality."
R04564,T0038151,C00958,P0115,S004,2022-10-25,5,Positive,"Great value for money, highly recommend."
R04565,T0047682,C05770,P0089,S013,2022-12-17,5,Positive,Incredibly impressed with this item.
R04566,T0059153,C01530,P0100,S008,2023-03-18,3,Neutral,"Product works fine, delivery was slow."
R04567,T0020410,C06736,P0134,S008,2022-06-14,3,Neutral,Met my basic expectations.
R04568,T0090790,C08565,P0211,S016,2023-11-06,4,Positive,Outstanding service and product quality!
R04569,T0120164,C01003,P0029,S009,2024-06-03,4,Positive,Outstanding service and product quality!
R04570,T0130406,C01383,P0130,S004,2024-08-21,4,Positive,"Great value for money, highly recommend."
R04571,T0104922,C03901,P0091,S001,2024-02-04,4,Positive,Best purchase I've made this year.
R04572,T0008504,C06498,P0220,S011,2022-03-17,3,Neutral,Met my basic expectations.
R04573,T0074050,C09744,P0061,S025,2023-07-08,5,Positive,"Amazing product, exceeded my expectations!"
R04574,T0020916,C09478,P0222,S008,2022-06-18,5,Positive,"Will definitely buy again, very satisfied."
R04575,T0059550,C03792,P0117,S006,2023-03-22,3,Neutral,OK quality for the price.
R04576,T0052410,C02330,P0213,S007,2023-01-18,5,Positive,"Will definitely buy again, very satisfied."
R04577,T0064723,C06671,P0202,S011,2023-05-01,4,Positive,Outstanding service and product quality!
R04578,T0097771,C06570,P0220,S018,2023-12-15,4,Positive,"Will definitely buy again, very satisfied."
R04579,T0097155,C07264,P0069,S016,2023-12-11,4,Positive,Best purchase I've made this year.
R04580,T0122038,C09879,P0196,S007,2024-06-17,3,Neutral,Met my basic expectations.
R04581,T0106648,C06332,P0028,S004,2024-02-20,1,Negative,"Poor customer service, won't buy again."
R04582,T0005067,C09594,P0063,S022,2022-02-16,4,Positive,"Great value for money, highly recommend."
R04583,T0025288,C01245,P0068,S020,2022-07-20,1,Negative,"Not as described, very misleading."
R04584,T0015240,C01653,P0034,S002,2022-05-07,5,Positive,Incredibly impressed with this item.
R04585,T0003428,C06516,P0018,S011,2022-02-01,3,Neutral,Met my basic expectations.
R04586,T0001376,C09823,P0056,S004,2022-01-13,1,Negative,"Poor customer service, won't buy again."
R04587,T0074143,C04637,P0010,S011,2023-07-08,4,Positive,"Will definitely buy again, very satisfied."
R04588,T0125860,C09822,P0166,S009,2024-07-15,3,Neutral,OK quality for the price.
R04589,T0090544,C05849,P0137,S021,2023-11-05,5,Positive,"Will definitely buy again, very satisfied."
R04590,T0061665,C08661,P0202,S020,2023-04-07,5,Positive,"Great value for money, highly recommend."
R04591,T0103901,C00170,P0132,S021,2024-01-27,3,Neutral,"Average experience, could be better."
R04592,T0121242,C04651,P0216,S011,2024-06-11,2,Negative,"Not as described, very misleading."
R04593,T0033933,C02957,P0110,S004,2022-09-27,2,Negative,"Worst purchase ever, do not recommend."
R04594,T0076391,C08838,P0222,S012,2023-07-26,3,Neutral,Nothing special but gets the job done.
R04595,T0052408,C00076,P0107,S006,2023-01-18,4,Positive,Incredibly impressed with this item.
R04596,T0133725,C05807,P0018,S012,2024-09-16,4,Positive,"Will definitely buy again, very satisfied."
R04597,T0078586,C07100,P0066,S019,2023-08-12,2,Negative,"Poor customer service, won't buy again."
R04598,T0067835,C07494,P0021,S013,2023-05-23,5,Positive,"Great value for money, highly recommend."
R04599,T0090536,C01189,P0128,S023,2023-11-05,3,Neutral,"Average experience, could be better."
R04600,T0100664,C01838,P0007,S012,2023-12-29,4,Positive,Incredibly impressed with this item.
R04601,T0048495,C00296,P0141,S021,2022-12-22,3,Neutral,"Product works fine, delivery was slow."
R04602,T0009795,C05600,P0001,S018,2022-03-27,5,Positive,Outstanding service and product quality!
R04603,T0024706,C03077,P0193,S018,2022-07-16,2,Negative,Product broke after one week of use.
R04604,T0000780,C08475,P0099,S023,2022-01-08,5,Positive,"Amazing product, exceeded my expectations!"
R04605,T0150939,C07360,P0095,S011,2024-12-27,1,Negative,Very disappointed with the quality.
R04606,T0062260,C04492,P0040,S009,2023-04-12,5,Positive,Best purchase I've made this year.
R04607,T0015513,C07898,P0089,S018,2022-05-10,4,Positive,Fast shipping and excellent quality.
R04608,T0036509,C06052,P0193,S024,2022-10-14,3,Neutral,"Product works fine, delivery was slow."
R04609,T0005233,C01255,P0166,S016,2022-02-17,3,Neutral,Met my basic expectations.
R04610,T0074291,C02987,P0006,S004,2023-07-10,2,Negative,"Worst purchase ever, do not recommend."
R04611,T0033120,C02996,P0002,S021,2022-09-21,5,Positive,Outstanding service and product quality!
R04612,T0053875,C08595,P0005,S003,2023-02-01,5,Positive,Incredibly impressed with this item.
R04613,T0086775,C01989,P0097,S011,2023-10-11,5,Positive,"Amazing product, exceeded my expectations!"
R04614,T0049930,C09711,P0093,S019,2022-12-29,4,Positive,Incredibly impressed with this item.
R04615,T0092762,C01413,P0036,S004,2023-11-18,1,Negative,Very disappointed with the quality.
R04616,T0120382,C04295,P0058,S004,2024-06-05,5,Positive,"Will definitely buy again, very satisfied."
R04617,T0040561,C04216,P0155,S004,2022-11-09,4,Positive,Fast shipping and excellent quality.
R04618,T0001858,C08424,P0208,S018,2022-01-17,4,Positive,Fast shipping and excellent quality.
R04619,T0122051,C02269,P0123,S018,2024-06-17,4,Positive,"Great value for money, highly recommend."
R04620,T0012600,C08148,P0067,S022,2022-04-17,4,Positive,"Will definitely buy again, very satisfied."
R04621,T0115188,C02277,P0195,S009,2024-04-28,4,Positive,Fast shipping and excellent quality.
R04622,T0072219,C05727,P0207,S002,2023-06-24,4,Positive,"Great value for money, highly recommend."
R04623,T0092487,C08769,P0062,S017,2023-11-16,5,Positive,Fast shipping and excellent quality.
R04624,T0074118,C01348,P0022,S016,2023-07-08,2,Negative,Product broke after one week of use.
R04625,T0145025,C05411,P0029,S012,2024-11-28,5,Positive,"Will definitely buy again, very satisfied."
R04626,T0078606,C05689,P0185,S007,2023-08-12,5,Positive,"Will definitely buy again, very satisfied."
R04627,T0027955,C01768,P0185,S006,2022-08-12,1,Negative,"Poor customer service, won't buy again."
R04628,T0017279,C04988,P0096,S017,2022-05-22,3,Neutral,Nothing special but gets the job done.
R04629,T0036421,C08106,P0218,S013,2022-10-14,1,Negative,"Terrible quality, complete waste of money."
R04630,T0099552,C03034,P0224,S004,2023-12-24,1,Negative,"Arrived damaged, very frustrating experience."
R04631,T0058604,C06543,P0029,S018,2023-03-14,4,Positive,Best purchase I've made this year.
R04632,T0147880,C08802,P0069,S002,2024-12-12,3,Neutral,Met my basic expectations.
R04633,T0059959,C04095,P0195,S007,2023-03-25,4,Positive,"Will definitely buy again, very satisfied."
R04634,T0149754,C00572,P0002,S020,2024-12-22,5,Positive,"Amazing product, exceeded my expectations!"
R04635,T0002185,C09718,P0117,S002,2022-01-21,3,Neutral,Nothing special but gets the job done.
R04636,T0059409,C04037,P0205,S023,2023-03-20,4,Positive,Incredibly impressed with this item.
R04637,T0075020,C04380,P0088,S005,2023-07-15,3,Neutral,"Decent product, does what it says."
R04638,T0058178,C04739,P0189,S010,2023-03-10,3,Neutral,"Decent product, does what it says."
R04639,T0006986,C07636,P0184,S002,2022-03-05,4,Positive,Outstanding service and product quality!
R04640,T0065535,C05310,P0168,S015,2023-05-07,1,Negative,"Arrived damaged, very frustrating experience."
R04641,T0045237,C04601,P0137,S009,2022-12-05,5,Positive,"Perfect for my needs, love the quality."
R04642,T0079186,C05175,P0071,S008,2023-08-17,5,Positive,"Great value for money, highly recommend."
R04643,T0151338,C03536,P0034,S022,2024-12-30,2,Negative,Extremely unhappy with this product.
R04644,T0151505,C04294,P0053,S024,2024-12-31,4,Positive,"Amazing product, exceeded my expectations!"
R04645,T0084022,C05974,P0052,S009,2023-09-23,3,Neutral,Met my basic expectations.
R04646,T0013459,C01005,P0154,S005,2022-04-23,4,Positive,Outstanding service and product quality!
R04647,T0006390,C06140,P0062,S004,2022-02-28,4,Positive,"Amazing product, exceeded my expectations!"
R04648,T0030577,C02458,P0050,S020,2022-09-03,3,Neutral,"Average experience, could be better."
R04649,T0030404,C02430,P0137,S008,2022-09-01,5,Positive,"Great value for money, highly recommend."
R04650,T0112944,C03676,P0046,S014,2024-04-11,5,Positive,Incredibly impressed with this item.
R04651,T0106144,C01780,P0059,S020,2024-02-15,5,Positive,Incredibly impressed with this item.
R04652,T0130138,C06402,P0044,S004,2024-08-19,2,Negative,Product broke after one week of use.
R04653,T0017680,C08637,P0143,S006,2022-05-25,4,Positive,Fast shipping and excellent quality.
R04654,T0001413,C03404,P0064,S016,2022-01-13,1,Negative,"Arrived damaged, very frustrating experience."
R04655,T0111532,C05485,P0099,S006,2024-03-31,4,Positive,Incredibly impressed with this item.
R04656,T0005367,C08440,P0190,S001,2022-02-18,3,Neutral,"Average experience, could be better."
R04657,T0130324,C06586,P0166,S005,2024-08-20,2,Negative,"Worst purchase ever, do not recommend."
R04658,T0104059,C07166,P0174,S013,2024-01-28,5,Positive,Incredibly impressed with this item.
R04659,T0125174,C01644,P0224,S005,2024-07-09,4,Positive,"Perfect for my needs, love the quality."
R04660,T0069587,C02993,P0118,S019,2023-06-05,3,Neutral,Nothing special but gets the job done.
R04661,T0092406,C05173,P0172,S011,2023-11-16,3,Neutral,"Decent product, does what it says."
R04662,T0133067,C07272,P0112,S014,2024-09-11,5,Positive,Best purchase I've made this year.
R04663,T0010165,C01635,P0118,S012,2022-03-30,3,Neutral,Nothing special but gets the job done.
R04664,T0106652,C06775,P0083,S007,2024-02-20,3,Neutral,"Product works fine, delivery was slow."
R04665,T0138648,C04289,P0151,S014,2024-10-20,3,Neutral,"Average experience, could be better."
R04666,T0025912,C07710,P0177,S019,2022-07-26,3,Neutral,Met my basic expectations.
R04667,T0132174,C02290,P0060,S008,2024-09-05,5,Positive,"Amazing product, exceeded my expectations!"
R04668,T0067448,C03688,P0194,S011,2023-05-20,2,Negative,Extremely unhappy with this product.
R04669,T0040975,C02570,P0041,S015,2022-11-11,4,Positive,"Great value for money, highly recommend."
R04670,T0137558,C03334,P0124,S017,2024-10-13,4,Positive,Outstanding service and product quality!
R04671,T0141208,C06111,P0151,S018,2024-11-06,4,Positive,Best purchase I've made this year.
R04672,T0081660,C01298,P0038,S011,2023-09-05,4,Positive,Fast shipping and excellent quality.
R04673,T0038584,C07270,P0091,S001,2022-10-27,4,Positive,"Amazing product, exceeded my expectations!"
R04674,T0018819,C06540,P0046,S013,2022-06-03,5,Positive,Best purchase I've made this year.
R04675,T0146006,C00735,P0187,S013,2024-12-03,5,Positive,Outstanding service and product quality!
R04676,T0060909,C06085,P0136,S018,2023-04-01,3,Neutral,Met my basic expectations.
R04677,T0094221,C01174,P0016,S001,2023-11-26,4,Positive,Fast shipping and excellent quality.
R04678,T0097785,C01551,P0023,S018,2023-12-15,4,Positive,Best purchase I've made this year.
R04679,T0056474,C04664,P0133,S015,2023-02-24,4,Positive,Best purchase I've made this year.
R04680,T0084379,C00510,P0045,S017,2023-09-26,4,Positive,"Great value for money, highly recommend."
R04681,T0038506,C05937,P0170,S013,2022-10-26,4,Positive,"Will definitely buy again, very satisfied."
R04682,T0052555,C04752,P0146,S001,2023-01-20,4,Positive,Best purchase I've made this year.
R04683,T0100204,C01687,P0069,S012,2023-12-27,2,Negative,"Poor customer service, won't buy again."
R04684,T0027423,C02086,P0097,S023,2022-08-08,1,Negative,"Not as described, very misleading."
R04685,T0064765,C02021,P0058,S022,2023-05-01,2,Negative,"Arrived damaged, very frustrating experience."
R04686,T0097885,C06619,P0152,S023,2023-12-15,5,Positive,Outstanding service and product quality!
R04687,T0095545,C05751,P0189,S010,2023-12-03,4,Positive,Fast shipping and excellent quality.
R04688,T0142418,C06171,P0064,S017,2024-11-13,4,Positive,"Amazing product, exceeded my expectations!"
R04689,T0091414,C01449,P0077,S024,2023-11-10,3,Neutral,"Average experience, could be better."
R04690,T0126240,C01900,P0015,S021,2024-07-17,5,Positive,Fast shipping and excellent quality.
R04691,T0079705,C01967,P0120,S025,2023-08-21,5,Positive,"Great value for money, highly recommend."
R04692,T0097406,C04792,P0029,S014,2023-12-13,5,Positive,Best purchase I've made this year.
R04693,T0060226,C06218,P0092,S007,2023-03-27,5,Positive,Best purchase I've made this year.
R04694,T0003430,C05882,P0123,S025,2022-02-01,1,Negative,"Arrived damaged, very frustrating experience."
R04695,T0106385,C00832,P0028,S003,2024-02-17,3,Neutral,Nothing special but gets the job done.
R04696,T0060373,C06243,P0129,S016,2023-03-28,3,Neutral,"Product works fine, delivery was slow."
R04697,T0001568,C07254,P0145,S019,2022-01-15,4,Positive,Fast shipping and excellent quality.
R04698,T0105998,C08298,P0109,S018,2024-02-14,2,Negative,Very disappointed with the quality.
R04699,T0074415,C08923,P0187,S007,2023-07-11,3,Neutral,Nothing special but gets the job done.
R04700,T0110049,C02367,P0014,S015,2024-03-19,1,Negative,"Worst purchase ever, do not recommend."
R04701,T0027381,C07287,P0083,S001,2022-08-07,5,Positive,"Perfect for my needs, love the quality."
R04702,T0140447,C09652,P0169,S002,2024-11-02,5,Positive,Fast shipping and excellent quality.
R04703,T0033859,C02250,P0192,S019,2022-09-26,3,Neutral,"Decent product, does what it says."
R04704,T0073429,C05928,P0195,S012,2023-07-02,4,Positive,"Amazing product, exceeded my expectations!"
R04705,T0120286,C07877,P0051,S003,2024-06-04,2,Negative,"Arrived damaged, very frustrating experience."
R04706,T0096479,C00035,P0101,S014,2023-12-08,2,Negative,"Poor customer service, won't buy again."
R04707,T0135613,C06407,P0157,S005,2024-09-30,5,Positive,Fast shipping and excellent quality.
R04708,T0078232,C09812,P0070,S023,2023-08-09,5,Positive,"Great value for money, highly recommend."
